station_ad,lat,lon
잠원,37.512989,127.011613
장기,37.644028,126.669
장승배기,37.504845,126.939025
장암,37.70015,127.053126
장지,37.478609,127.126229
장한평,37.561438,127.064601
전대·에버랜드,37.28541327,127.219509
정릉,37.60278,127.01345
정발산,37.659709,126.773254
정부과천청사,37.426445,126.989802
정왕,37.351816,126.742844
정자,37.366769004999995,127.10828845
제기동,37.578116,127.034902
제물포,37.466809,126.657165
종각,37.570203,126.983116
종로3가,37.571504,126.99145966666667
종로5가,37.570971,127.0019
종합운동장,36.73784466666667,127.73941933333333
주안,37.4651375,126.67987149999999
주안국가산단,37.473599,126.681102
주엽,37.670138,126.761232
죽전,36.58746275,127.822237
중계,37.645052,127.064084
중곡,37.565877,127.084291
중동,36.326677000000004,127.966672
중랑,37.594948,127.076152
중앙,36.57866666666666,127.57115133333333
중앙보훈병원,37.528807,127.148488
중화,37.602604,127.079254
증미,37.55785,126.861067
증산,36.4461345,127.9600325
지석,37.26973732,127.1363256
지식정보단지,37.378021,126.645412
지축,37.6481325,126.9137485
지평,37.476496,127.629681
지행,37.892361,127.055734
직산,36.870921,127.143774
진위,37.109771,127.062342
진접,37.720472,127.203167
창동,37.653248,127.0479835
창신,37.579772,127.015246
천마산,37.658995,127.285731
천안,36.810238,127.146417
천왕,37.486699,126.838684
천호,37.538243,127.123359
철산,37.47616,126.868217
청계산입구,37.44871485,127.0543396
청구,37.560229,127.01378299999999
청담,37.519097,127.051851
청라국제도시,37.556509,126.624725
청량리,37.580244666666665,127.04690933333335
청명,37.259485,127.078945
청평,37.735484,127.426541
초당,37.26080647,127.1594692
초월,37.373389,127.299996
초지,37.320416333333334,126.80678433333333
총신대입구,37.4863895,126.98203749999999
춘의,37.50365,126.787069
춘천,37.884391,127.716603
충무로,37.561367000000004,126.994373
충정로,37.559901499999995,126.963619
캠퍼스타운,37.388209,126.661985
탄현,37.694114,126.761075
탑석,37.73355362,127.0889064
탕정,36.788272,127.084446
태릉입구,37.617919,127.075051
태평,37.439842,127.127746
테크노파크,37.382311,126.656355
퇴계원,37.648316,127.143858
파주,37.815391,126.792426
판교,37.394906375000005,127.11117285
팔당,37.547321,127.243896
평내호평,37.653229,127.244452
평촌,37.394346,126.963881
평택,36.990559,127.085496
평택지제,37.018822,127.070269
풍무,37.612333,126.732583
풍산,37.672173,126.786355
하계,37.636363,127.067999
하남검단산,37.539729,127.223427
하남시청,37.541723,127.206901
하남풍산,37.552201,127.203897
학동,37.514262,127.031738
학여울,37.496787,127.0708601
한강진,37.53956,127.001729
한국항공대,37.603102,126.868291
한남,37.529361,127.008984
한대앞,37.309835,126.85358099999999
한성대입구,37.58838,127.005951
한성백제,37.516369,127.116211
한양대,37.555758,127.0436594
한티,37.496208,127.052883
합정,37.549529,126.9140515
행당,37.557297,127.029482
행신,37.612125,126.834063
혜화,37.582116,127.001929
호구포,37.401622,126.708682
홍대입구,37.55735634333333,126.92565663333333
홍제,37.588851,126.944092
화계,37.63428,127.0175
화곡,37.541585,126.840436
화랑대,37.619875,127.084106
화서,37.28399,126.989581
화정,36.3933965,126.8546005
회기,37.589702,127.057936
회룡,37.724544775,127.0470527
회현,37.558698,126.978346
효자,37.75398452,127.0773155
효창공원앞,37.539034,126.9618435
흑석,37.508889,126.963611
흥선,37.74322487,127.0371765
